epoch,lr-Adam,step,train/grad_norm,train/loss_opaque,train/loss_sds,train/loss_sparsity,train/max_step,train/min_step,train_params/lambda_opaque,train_params/lambda_orient,train_params/lambda_sds,train_params/lambda_sparsity
,0.001,0,,,,,,,,,,
0,,0,127.63611602783203,0.1097792536020279,8145.4892578125,0.26436734199523926,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00109,1,,,,,,,,,,
0,,1,95.54903411865234,0.16129690408706665,4564.80908203125,0.3400369882583618,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00118,2,,,,,,,,,,
0,,2,69.29631042480469,0.20717200636863708,2400.9892578125,0.4239784777164459,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00127,3,,,,,,,,,,
0,,3,100.10822296142578,0.09701956808567047,5010.828125,0.24416497349739075,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0013600000000000003,4,,,,,,,,,,
0,,4,33.80439758300781,0.2378525286912918,571.3685913085938,0.5419294834136963,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0014500000000000003,5,,,,,,,,,,
0,,5,140.24667358398438,0.3309512138366699,9834.564453125,0.7916100025177002,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0015400000000000001,6,,,,,,,,,,
0,,6,31.25759506225586,0.11134298890829086,488.51861572265625,0.2931535840034485,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0016300000000000002,7,,,,,,,,,,
0,,7,78.1313247680664,0.17026986181735992,3052.251953125,0.3556074798107147,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00172,8,,,,,,,,,,
0,,8,167.8295440673828,0.14093849062919617,14083.3798828125,0.36460500955581665,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0018100000000000002,9,,,,,,,,,,
0,,9,100.53596496582031,0.16735698282718658,5053.73974609375,0.3431035876274109,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0019000000000000002,10,,,,,,,,,,
0,,10,260.2831115722656,0.1486394852399826,33873.6484375,0.3212534785270691,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00199,11,,,,,,,,,,
0,,11,117.90545654296875,0.10638442635536194,6950.84814453125,0.2585533857345581,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0020800000000000003,12,,,,,,,,,,
0,,12,172.3192138671875,0.11110153794288635,14846.9580078125,0.35218825936317444,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0021700000000000005,13,,,,,,,,,,
0,,13,118.60968780517578,0.18923386931419373,7034.12890625,0.4593830704689026,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0022600000000000003,14,,,,,,,,,,
0,,14,37.1036376953125,0.28433603048324585,688.3399047851562,0.5718086957931519,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00235,15,,,,,,,,,,
0,,15,41.68922805786133,0.13728302717208862,868.9957885742188,0.30957502126693726,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00244,16,,,,,,,,,,
0,,16,87.69551849365234,0.12903884053230286,3845.251953125,0.29852294921875,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0025299999999999997,17,,,,,,,,,,
0,,17,82.11968994140625,0.1472768783569336,3371.82177734375,0.3414188623428345,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00262,18,,,,,,,,,,
0,,18,225.1558837890625,0.292977511882782,25347.5859375,0.8257874250411987,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0027099999999999997,19,,,,,,,,,,
0,,19,112.69329833984375,0.21180564165115356,6349.8896484375,0.4197741150856018,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0027999999999999995,20,,,,,,,,,,
0,,20,224.87966918945312,0.2054770290851593,25285.431640625,0.45434999465942383,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0028899999999999998,21,,,,,,,,,,
0,,21,149.69065856933594,0.11649253964424133,11203.6474609375,0.3723745346069336,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00298,22,,,,,,,,,,
0,,22,42.58587646484375,0.18481530249118805,906.7784423828125,0.47695982456207275,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0030700000000000002,23,,,,,,,,,,
0,,23,245.74090576171875,0.17529581487178802,30194.29296875,0.5066369771957397,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0031600000000000005,24,,,,,,,,,,
0,,24,127.51908111572266,0.18631041049957275,8130.55712890625,0.419500470161438,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0032500000000000003,25,,,,,,,,,,
0,,25,1.8917789459228516,0.1727563440799713,1.7894138097763062,0.3686106204986572,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00334,26,,,,,,,,,,
0,,26,91.30146026611328,0.20374777913093567,4167.97802734375,0.5233441591262817,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00343,27,,,,,,,,,,
0,,27,109.08067321777344,0.2572905421257019,5949.296875,0.5975329875946045,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0035199999999999997,28,,,,,,,,,,
0,,28,35.023353576660156,0.2758147120475769,613.317626953125,0.6617377400398254,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00361,29,,,,,,,,,,
0,,29,41.61558532714844,0.13093072175979614,865.928466796875,0.29796725511550903,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
