epoch,lr-Adam,step,train/grad_norm,train/loss_opaque,train/loss_sds,train/loss_sparsity,train/max_step,train/min_step,train_params/lambda_opaque,train_params/lambda_orient,train_params/lambda_sds,train_params/lambda_sparsity
,0.001,0,,,,,,,,,,
0,,0,122.41128540039062,0.11160159111022949,7492.26171875,0.26523903012275696,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00109,1,,,,,,,,,,
0,,1,73.19148254394531,0.16217121481895447,2678.49658203125,0.34079134464263916,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00118,2,,,,,,,,,,
0,,2,83.78545379638672,0.2071295529603958,3510.001220703125,0.4245256781578064,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00127,3,,,,,,,,,,
0,,3,95.84636688232422,0.09847795963287354,4593.26318359375,0.24455036222934723,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0013600000000000003,4,,,,,,,,,,
0,,4,28.1319580078125,0.2391280233860016,395.7035217285156,0.5425258278846741,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0014500000000000003,5,,,,,,,,,,
0,,5,138.33697509765625,0.3311731815338135,9568.55859375,0.7916680574417114,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0015400000000000001,6,,,,,,,,,,
0,,6,52.43423080444336,0.1116938441991806,1374.67431640625,0.2937214970588684,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0016300000000000002,7,,,,,,,,,,
0,,7,121.204833984375,0.17131997644901276,7345.3056640625,0.3561289310455322,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00172,8,,,,,,,,,,
0,,8,112.44659423828125,0.14199304580688477,6322.1181640625,0.36502689123153687,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0018100000000000002,9,,,,,,,,,,
0,,9,72.36688232421875,0.16716870665550232,2618.48291015625,0.343700647354126,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0019000000000000002,10,,,,,,,,,,
0,,10,251.86721801757812,0.14900830388069153,31718.548828125,0.3216506838798523,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00199,11,,,,,,,,,,
0,,11,111.36177062988281,0.10717563331127167,6200.72216796875,0.2589733600616455,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0020800000000000003,12,,,,,,,,,,
0,,12,109.12252807617188,0.110516756772995,5953.8623046875,0.3526246249675751,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0021700000000000005,13,,,,,,,,,,
0,,13,137.30006408691406,0.1897883266210556,9425.654296875,0.46225544810295105,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0022600000000000003,14,,,,,,,,,,
0,,14,27.954763412475586,0.28385162353515625,390.7344055175781,0.5720301866531372,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00235,15,,,,,,,,,,
0,,15,50.51177215576172,0.13877640664577484,1275.719482421875,0.30998528003692627,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00244,16,,,,,,,,,,
0,,16,90.8148193359375,0.12978456914424896,4123.666015625,0.2988892197608948,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0025299999999999997,17,,,,,,,,,,
0,,17,85.53343963623047,0.14786919951438904,3657.98486328125,0.34194743633270264,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00262,18,,,,,,,,,,
0,,18,190.16136169433594,0.2930450439453125,18080.671875,0.8278458714485168,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0027099999999999997,19,,,,,,,,,,
