epoch,lr-Adam/background,lr-Adam/geometry,step,train/grad_norm,train/loss_opaque,train/loss_orient,train/loss_sds,train/loss_sparsity,train/max_step,train/min_step,train_params/lambda_opaque,train_params/lambda_orient,train_params/lambda_sds,train_params/lambda_sparsity
,0.001,0.01,0,,,,,,,,,,,
0,,,0,35.540740966796875,0.14328834414482117,0.016727039590477943,631.5721435546875,0.2343374788761139,980.0,20.0,0.0,10.0,1.0,1.0
,0.001,0.01,1,,,,,,,,,,,
0,,,1,19.64533805847168,0.15172557532787323,0.02239687740802765,192.96961975097656,0.2846996486186981,980.0,20.0,0.0,10.197999954223633,1.0,1.0
,0.001,0.01,2,,,,,,,,,,,
0,,,2,12.86626148223877,0.14421847462654114,0.017131920903921127,82.77033996582031,0.2378840446472168,980.0,20.0,0.0,10.395999908447266,1.0,1.0
,0.001,0.01,3,,,,,,,,,,,
0,,,3,7.6603193283081055,0.09281373023986816,0.016626032069325447,29.34024429321289,0.18629556894302368,980.0,20.0,0.0,10.593999862670898,1.0,1.0
,0.001,0.01,4,,,,,,,,,,,
0,,,4,1.7572606801986694,0.11371786147356033,0.016364555805921555,1.5439825057983398,0.20661793649196625,980.0,20.0,0.0,10.791999816894531,1.0,1.0
,0.001,0.01,5,,,,,,,,,,,
0,,,5,28.616426467895508,0.2561284303665161,0.018631208688020706,409.449951171875,0.35902684926986694,980.0,20.0,0.0,10.989999771118164,1.0,1.0
,0.001,0.01,6,,,,,,,,,,,
0,,,6,6.997007846832275,0.07846514880657196,0.01675303466618061,24.47905921936035,0.17233404517173767,980.0,20.0,0.0,11.187999725341797,1.0,1.0
,0.001,0.01,7,,,,,,,,,,,
0,,,7,22.394981384277344,0.18634766340255737,0.0167845468968153,250.767578125,0.28061431646347046,980.0,20.0,0.0,11.38599967956543,1.0,1.0
,0.001,0.01,8,,,,,,,,,,,
0,,,8,23.73017692565918,0.17532023787498474,0.017169030383229256,281.5606689453125,0.2679114043712616,980.0,20.0,0.0,11.583999633789062,1.0,1.0
,0.001,0.01,9,,,,,,,,,,,
0,,,9,23.347713470458984,0.1591545045375824,0.016512949019670486,272.5578308105469,0.25222915410995483,980.0,20.0,0.0,11.781999588012695,1.0,1.0
,0.001,0.01,10,,,,,,,,,,,
0,,,10,14.047294616699219,0.14760199189186096,0.01640244573354721,98.66323852539062,0.2391260862350464,980.0,20.0,0.0,11.979999542236328,1.0,1.0
,0.001,0.01,11,,,,,,,,,,,
0,,,11,18.74069595336914,0.16331908106803894,0.019257528707385063,175.60684204101562,0.2883264720439911,980.0,20.0,0.0,12.178000450134277,1.0,1.0
,0.001,0.01,12,,,,,,,,,,,
0,,,12,13.200742721557617,0.2885623276233673,0.018852287903428078,87.12979888916016,0.39835458993911743,980.0,20.0,0.0,12.37600040435791,1.0,1.0
,0.001,0.01,13,,,,,,,,,,,
0,,,13,25.449237823486328,0.33339089155197144,0.020714759826660156,323.83184814453125,0.4672296643257141,980.0,20.0,0.0,12.574000358581543,1.0,1.0
,0.001,0.01,14,,,,,,,,,,,
0,,,14,11.728513717651367,0.23463758826255798,0.020572872832417488,68.77901458740234,0.37561607360839844,980.0,20.0,0.0,12.772000312805176,1.0,1.0
,0.001,0.01,15,,,,,,,,,,,
0,,,15,8.251535415649414,0.1526304930448532,0.019589589908719063,34.043914794921875,0.27512234449386597,980.0,20.0,0.0,12.970000267028809,1.0,1.0
,0.001,0.01,16,,,,,,,,,,,
0,,,16,23.46967315673828,0.12765292823314667,0.016669506207108498,275.41278076171875,0.22018733620643616,980.0,20.0,0.0,13.168000221252441,1.0,1.0
,0.001,0.01,17,,,,,,,,,,,
0,,,17,10.397619247436523,0.1773039996623993,0.016803529113531113,54.05524444580078,0.2713613212108612,980.0,20.0,0.0,13.366000175476074,1.0,1.0
,0.001,0.01,18,,,,,,,,,,,
0,,,18,18.848669052124023,0.2324623018503189,0.017168179154396057,177.6361541748047,0.32287734746932983,980.0,20.0,0.0,13.564000129699707,1.0,1.0
,0.001,0.01,19,,,,,,,,,,,
0,,,19,12.6287260055542,0.2737012207508087,0.01834731549024582,79.74235534667969,0.3738822042942047,980.0,20.0,0.0,13.76200008392334,1.0,1.0
,0.001,0.01,20,,,,,,,,,,,
0,,,20,27.086389541625977,0.14639392495155334,0.01674221083521843,366.83624267578125,0.2396778017282486,980.0,20.0,0.0,13.960000038146973,1.0,1.0
,0.001,0.01,21,,,,,,,,,,,
0,,,21,25.875425338745117,0.29544320702552795,0.018228722736239433,334.768798828125,0.39441245794296265,980.0,20.0,0.0,14.157999992370605,1.0,1.0
,0.001,0.01,22,,,,,,,,,,,
0,,,22,5.078924179077148,0.11273141205310822,0.01685449853539467,12.897735595703125,0.20489197969436646,980.0,20.0,0.0,14.355999946594238,1.0,1.0
,0.001,0.01,23,,,,,,,,,,,
0,,,23,29.08322525024414,0.2005903720855713,0.016905663534998894,422.9169921875,0.29433131217956543,980.0,20.0,0.0,14.553999900817871,1.0,1.0
,0.001,0.01,24,,,,,,,,,,,
