epoch,lr-Adam/background,lr-Adam/geometry,step,train/grad_norm,train/loss_opaque,train/loss_orient,train/loss_sds,train/loss_sparsity,train/max_step,train/min_step,train_params/lambda_opaque,train_params/lambda_orient,train_params/lambda_sds,train_params/lambda_sparsity
,0.001,0.01,0,,,,,,,,,,,
0,,,0,32.09699249267578,0.2549811005592346,0.020543687045574188,515.1085205078125,0.37561774253845215,980.0,20.0,0.0,10.0,1.0,1.0
,0.001,0.01,1,,,,,,,,,,,
0,,,1,49.89360427856445,0.2327841967344284,0.017655206844210625,1244.685791015625,0.3289988040924072,980.0,20.0,0.0,10.197999954223633,1.0,1.0
,0.001,0.01,2,,,,,,,,,,,
0,,,2,29.027437210083008,0.1279798150062561,0.016193624585866928,421.29608154296875,0.2197401076555252,980.0,20.0,0.0,10.395999908447266,1.0,1.0
,0.001,0.01,3,,,,,,,,,,,
0,,,3,20.714435577392578,0.11154604703187943,0.01664106361567974,214.54391479492188,0.20544788241386414,980.0,20.0,0.0,10.593999862670898,1.0,1.0
,0.001,0.01,4,,,,,,,,,,,
0,,,4,8.726668357849121,0.13301822543144226,0.016405250877141953,38.077369689941406,0.22486571967601776,980.0,20.0,0.0,10.791999816894531,1.0,1.0
,0.001,0.01,5,,,,,,,,,,,
0,,,5,394.6435852050781,0.18267220258712769,0.01845555379986763,77871.78125,0.28627175092697144,980.0,20.0,0.0,10.989999771118164,1.0,1.0
,0.001,0.01,6,,,,,,,,,,,
0,,,6,485.6592712402344,0.18047308921813965,0.02104707434773445,117932.46875,0.31910866498947144,980.0,20.0,0.0,11.187999725341797,1.0,1.0
,0.001,0.01,7,,,,,,,,,,,
0,,,7,47.07022476196289,0.2534184455871582,0.019955333322286606,1107.802978515625,0.38384589552879333,980.0,20.0,0.0,11.38599967956543,1.0,1.0
,0.001,0.01,8,,,,,,,,,,,
0,,,8,386.9742431640625,0.12225452065467834,0.019316526129841805,74874.53125,0.22464829683303833,980.0,20.0,0.0,11.583999633789062,1.0,1.0
,0.001,0.01,9,,,,,,,,,,,
0,,,9,244.42532348632812,0.11011049151420593,0.023828554898500443,29871.87109375,0.25569984316825867,980.0,20.0,0.0,11.781999588012695,1.0,1.0
,0.001,0.01,10,,,,,,,,,,,
0,,,10,30.839088439941406,0.12142053246498108,0.016318170353770256,475.5246887207031,0.2128315418958664,980.0,20.0,0.0,11.979999542236328,1.0,1.0
,0.001,0.01,11,,,,,,,,,,,
0,,,11,55.016361236572266,0.18650153279304504,0.01781485788524151,1513.39990234375,0.28515565395355225,980.0,20.0,0.0,12.178000450134277,1.0,1.0
,0.001,0.01,12,,,,,,,,,,,
