epoch,lr-Adam,step,train/grad_norm,train/loss_opaque,train/loss_sds,train/loss_sparsity,train/max_step,train/min_step,train_params/lambda_opaque,train_params/lambda_orient,train_params/lambda_sds,train_params/lambda_sparsity
,0.001,0,,,,,,,,,,
0,,0,205.07667541503906,0.1097792536020279,21028.220703125,0.26436734199523926,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00109,1,,,,,,,,,,
0,,1,76.04198455810547,0.16129741072654724,2891.1923828125,0.3400309979915619,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00118,2,,,,,,,,,,
0,,2,96.62895965576172,0.20715852081775665,4668.578125,0.4239744246006012,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00127,3,,,,,,,,,,
0,,3,99.0390625,0.09701339155435562,4904.3681640625,0.24416480958461761,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0013600000000000003,4,,,,,,,,,,
0,,4,27.895273208618164,0.2378435730934143,389.0731506347656,0.5419101119041443,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0014500000000000003,5,,,,,,,,,,
0,,5,209.24742126464844,0.3309841752052307,21892.23828125,0.7915143966674805,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0015400000000000001,6,,,,,,,,,,
0,,6,36.04705810546875,0.11134855449199677,649.6951904296875,0.293139785528183,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0016300000000000002,7,,,,,,,,,,
0,,7,138.968505859375,0.17018508911132812,9656.123046875,0.35552871227264404,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.00172,8,,,,,,,,,,
0,,8,154.56820678710938,0.14093372225761414,11945.666015625,0.3645343780517578,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0018100000000000002,9,,,,,,,,,,
0,,9,157.63662719726562,0.1671944558620453,12424.65234375,0.3429661989212036,980.0,20.0,0.0,0.0,1.0,0.0005000000237487257
,0.0019000000000000002,10,,,,,,,,,,
